step,avg_score
100,0.07
200,0.03
300,0.15
400,0.36
500,0.26
600,0.49
700,0.35
800,0.18
900,0.04
1000,0.24
1100,0.05
1200,0.24
1300,0.2
1400,0.03
1500,0.0
1600,0.19
1700,0.22
1800,0.11
1900,0.1
2000,0.11
2100,0.26
2200,0.21
2300,0.27
2400,0.32
2500,0.23
2600,0.23
2700,0.38
2800,0.18
2900,0.24
3000,0.19
3100,0.13
3200,0.21
3300,0.0
3400,0.11
3500,0.36
3600,0.16
3700,0.05
3800,0.37
3900,0.2
4000,0.11
4100,0.36
4200,0.08
4300,0.22
4400,0.0
4500,0.48
4600,0.12
4700,0.21
4800,0.34
4900,0.28
5000,0.09
5100,0.3
5200,0.07
5300,0.1
5400,0.3
5500,0.09
5600,0.04
5700,0.09
5800,0.11
5900,0.03
6000,0.17
6100,0.17
6200,0.25
6300,0.36
6400,0.14
6500,0.0
6600,0.26
6700,0.31
6800,0.19
6900,0.34
7000,0.25
7100,0.32
7200,0.21
7300,0.28
7400,0.58
7500,0.35
7600,0.2
7700,0.38
7800,0.2
7900,0.12
8000,0.32
8100,0.04
8200,0.14
8300,0.31
8400,0.32
8500,0.07
8600,0.21
8700,0.33
8800,0.06
8900,0.31
9000,0.54
9100,0.32
9200,0.09
9300,0.23
9400,0.32
9500,0.14
9600,0.05
9700,0.16
9800,0.08
9900,0.11
10000,0.28
10100,0.0
10200,0.18
10300,0.29
10400,0.39
10500,0.39
10600,0.22
10700,0.27
10800,0.34
10900,0.13
11000,0.36
11100,0.0
11200,0.0
11300,0.07
11400,0.33
11500,0.35
11600,0.3
11700,0.19
11800,0.0
11900,0.62
12000,0.7
12100,0.18
12200,0.63
12300,0.47
12400,0.48
12500,0.27
12600,0.05
12700,0.3
12800,0.18
12900,0.47
13000,0.35
13100,0.42
13200,0.33
13300,0.26
13400,0.52
13500,0.5
13600,0.15
13700,0.21
13800,0.34
13900,0.0
14000,0.5
14100,0.2
14200,0.19
14300,0.34
14400,0.26
14500,0.27
14600,0.0
14700,0.69
14800,0.28
14900,0.51
15000,0.22
15100,0.11
15200,0.36
15300,0.32
15400,0.04
15500,0.53
15600,0.11
15700,0.26
15800,0.2
15900,0.39
16000,0.4
16100,0.66
16200,0.31
16300,0.3
16400,0.41
16500,0.21
16600,0.29
16700,0.45
16800,0.27
16900,0.48
17000,0.39
17100,0.63
17200,0.65
17300,0.43
17400,0.02
17500,0.35
17600,0.4
17700,0.38
17800,0.47
17900,0.58
18000,0.37
18100,0.53
18200,0.4
18300,0.58
18400,0.33
18500,0.17
18600,0.28
18700,0.23
18800,0.35
18900,0.43
19000,0.39
19100,0.45
19200,0.32
19300,0.54
19400,0.32
19500,0.31
19600,0.26
19700,0.26
19800,0.62
19900,0.72
20000,0.36
20100,0.5
20200,0.45
20300,0.39
20400,0.32
20500,0.24
20600,0.26
20700,0.4
20800,0.46
20900,0.23
21000,0.43
21100,0.56
21200,0.46
21300,0.34
21400,0.14
21500,0.5
21600,0.4
21700,0.53
21800,0.26
21900,0.45
22000,0.68
22100,0.5
22200,0.23
22300,0.7
22400,0.52
22500,0.51
22600,0.4
22700,0.31
22800,0.4
22900,0.53
23000,0.32
23100,0.63
23200,0.7
23300,0.61
23400,0.6
23500,0.41
23600,0.28
23700,0.45
23800,0.68
23900,0.38
24000,0.74
24100,0.3
24200,0.72
24300,0.22
24400,0.43
24500,0.69
24600,0.45
24700,0.54
24800,0.39
24900,0.68
25000,0.65
