step,avg_score
100,0.51
200,0.3
300,0.33
400,0.12
500,0.66
600,0.43
700,0.19
800,0.43
900,0.36
1000,0.14
1100,0.31
1200,0.38
1300,0.41
1400,0.14
1500,0.56
1600,0.39
1700,0.63
1800,0.31
1900,0.55
2000,0.62
2100,0.5
2200,0.48
2300,0.43
2400,0.48
2500,0.3
2600,0.52
2700,0.58
2800,0.42
2900,0.45
3000,0.59
3100,0.61
3200,0.28
3300,0.67
3400,0.63
3500,0.41
3600,0.56
3700,0.67
3800,0.7
3900,0.79
4000,0.78
4100,0.82
4200,0.46
4300,0.48
4400,0.72
4500,0.76
4600,0.4
4700,0.57
4800,0.68
4900,0.49
5000,0.61
5100,0.8
5200,0.52
5300,0.7
5400,0.84
5500,0.65
5600,0.78
5700,0.46
5800,0.77
5900,0.64
6000,0.77
6100,0.48
6200,0.68
6300,0.72
6400,0.56
6500,0.33
6600,0.77
6700,0.72
6800,0.6
6900,0.57
7000,0.66
7100,0.76
7200,0.66
7300,0.66
7400,0.83
7500,0.76
7600,0.76
7700,0.84
7800,0.55
7900,0.78
8000,0.69
8100,0.29
8200,0.76
8300,0.75
8400,0.66
8500,0.85
8600,0.7
8700,0.65
8800,0.57
8900,0.62
9000,0.64
9100,0.77
9200,0.68
9300,0.66
9400,0.85
9500,0.82
9600,0.59
9700,0.84
9800,0.68
9900,0.92
10000,0.46
10100,0.79
10200,0.72
10300,0.83
10400,0.78
10500,0.91
10600,0.87
10700,0.86
10800,0.69
10900,0.64
11000,0.86
11100,0.73
11200,0.79
11300,0.74
11400,0.81
11500,0.86
11600,0.83
11700,0.7
11800,0.83
11900,0.57
12000,0.9
12100,0.79
12200,0.71
12300,0.65
12400,0.92
12500,0.93
12600,0.79
12700,0.72
12800,0.8
12900,0.71
13000,0.91
13100,0.61
13200,0.68
13300,0.71
13400,0.89
13500,0.68
13600,0.8
13700,0.87
13800,0.68
13900,0.59
14000,0.85
14100,0.85
14200,0.85
14300,0.88
14400,0.62
14500,0.77
14600,0.8
14700,0.86
14800,0.72
14900,0.7
15000,0.89
15100,0.91
15200,0.93
15300,0.74
15400,0.83
15500,0.91
15600,0.87
15700,0.88
15800,0.73
15900,0.8
16000,0.84
16100,0.72
16200,0.74
16300,0.8
16400,0.82
16500,0.9
16600,0.93
16700,0.84
16800,0.89
16900,0.88
17000,0.7
17100,0.82
17200,0.8
17300,0.87
17400,0.92
17500,0.86
17600,0.71
17700,0.89
17800,0.81
17900,0.62
18000,0.8
18100,0.71
18200,0.77
18300,0.78
18400,0.7
18500,0.73
18600,0.73
18700,0.87
18800,0.91
18900,0.78
19000,0.82
19100,0.88
19200,0.9
19300,0.82
19400,0.78
19500,0.83
19600,0.73
19700,0.92
19800,0.76
19900,0.84
20000,0.81
20100,0.71
20200,0.86
20300,0.87
20400,0.76
20500,0.76
20600,0.71
20700,0.8
20800,0.77
20900,0.86
21000,0.83
21100,0.71
21200,0.89
21300,0.81
21400,0.94
21500,0.82
21600,0.85
21700,0.92
21800,0.92
21900,0.83
22000,0.91
22100,0.9
22200,0.86
22300,0.89
22400,0.6
22500,0.83
22600,0.94
22700,0.79
22800,0.84
22900,0.91
23000,0.87
23100,0.91
23200,0.81
23300,0.62
23400,0.73
23500,0.92
23600,0.83
23700,0.89
23800,0.94
23900,0.9
24000,0.62
24100,0.85
24200,0.94
24300,0.77
24400,0.88
24500,0.72
24600,0.74
24700,0.91
24800,0.88
24900,0.87
25000,0.9
