step,avg_score
100,0.0
200,0.11
300,0.34
400,0.14
500,0.03
600,0.21
700,0.02
800,0.03
900,0.27
1000,0.12
1100,0.18
1200,0.17
1300,0.3
1400,0.24
1500,0.26
1600,0.24
1700,0.09
1800,0.09
1900,0.28
2000,0.0
2100,0.1
2200,0.15
2300,0.23
2400,0.0
2500,0.1
2600,0.32
2700,0.12
2800,0.22
2900,0.04
3000,0.31
3100,0.37
3200,0.15
3300,0.1
3400,0.1
3500,0.36
3600,0.0
3700,0.47
3800,0.29
3900,0.28
4000,0.16
4100,0.23
4200,0.1
4300,0.0
4400,0.19
4500,0.39
4600,0.48
4700,0.0
4800,0.03
4900,0.0
5000,0.29
5100,0.1
5200,0.17
5300,0.23
5400,0.13
5500,0.29
5600,0.1
5700,0.62
5800,0.12
5900,0.05
6000,0.14
6100,0.06
6200,0.13
6300,0.16
6400,0.16
6500,0.07
6600,0.06
6700,0.28
6800,0.36
6900,0.19
7000,0.12
7100,0.26
7200,0.18
7300,0.15
7400,0.12
7500,0.25
7600,0.0
7700,0.3
7800,0.11
7900,0.1
8000,0.11
8100,0.06
8200,0.06
8300,0.14
8400,0.12
8500,0.24
8600,0.29
8700,0.11
8800,0.54
8900,0.26
9000,0.29
9100,0.17
9200,0.05
9300,0.26
9400,0.41
9500,0.29
9600,0.23
9700,0.14
9800,0.41
9900,0.38
10000,0.19
10100,0.13
10200,0.35
10300,0.33
10400,0.11
10500,0.09
10600,0.21
10700,0.33
10800,0.09
10900,0.29
11000,0.24
11100,0.28
11200,0.27
11300,0.42
11400,0.43
11500,0.07
11600,0.28
11700,0.17
11800,0.04
11900,0.35
12000,0.25
12100,0.09
12200,0.16
12300,0.32
12400,0.45
12500,0.31
12600,0.1
12700,0.36
12800,0.25
12900,0.21
13000,0.06
13100,0.26
13200,0.41
13300,0.33
13400,0.29
13500,0.44
13600,0.53
13700,0.39
13800,0.53
13900,0.21
14000,0.45
14100,0.57
14200,0.32
14300,0.24
14400,0.37
14500,0.18
14600,0.32
14700,0.43
14800,0.34
14900,0.16
15000,0.1
15100,0.5
15200,0.45
15300,0.33
15400,0.38
15500,0.35
15600,0.74
15700,0.24
15800,0.09
15900,0.0
16000,0.14
16100,0.36
16200,0.42
16300,0.59
16400,0.3
16500,0.41
16600,0.24
16700,0.5
16800,0.38
16900,0.62
17000,0.58
17100,0.28
17200,0.35
17300,0.42
17400,0.34
17500,0.4
17600,0.45
17700,0.39
17800,0.44
17900,0.36
18000,0.55
18100,0.56
18200,0.49
18300,0.68
18400,0.13
18500,0.49
18600,0.46
18700,0.56
18800,0.7
18900,0.34
19000,0.33
19100,0.51
19200,0.41
19300,0.43
19400,0.71
19500,0.56
19600,0.28
19700,0.65
19800,0.56
19900,0.52
20000,0.41
20100,0.58
20200,0.73
20300,0.38
20400,0.37
20500,0.51
20600,0.67
20700,0.19
20800,0.52
20900,0.55
21000,0.26
21100,0.62
21200,0.46
21300,0.54
21400,0.59
21500,0.56
21600,0.54
21700,0.59
21800,0.31
21900,0.83
22000,0.64
22100,0.76
22200,0.58
22300,0.57
22400,0.31
22500,0.61
22600,0.66
22700,0.57
22800,0.38
22900,0.53
23000,0.66
23100,0.75
23200,0.58
23300,0.57
23400,0.46
23500,0.45
23600,0.63
23700,0.56
23800,0.51
23900,0.49
24000,0.66
24100,0.44
24200,0.5
24300,0.56
24400,0.64
24500,0.65
24600,0.58
24700,0.33
24800,0.56
24900,0.75
25000,0.58
