step,avg_score
100,0.26
200,0.63
300,0.55
400,0.4
500,0.38
600,0.35
700,0.48
800,0.42
900,0.43
1000,0.56
1100,0.48
1200,0.42
1300,0.32
1400,0.4
1500,0.48
1600,0.6
1700,0.49
1800,0.43
1900,0.7
2000,0.47
2100,0.46
2200,0.45
2300,0.6
2400,0.63
2500,0.69
2600,0.52
2700,0.71
2800,0.48
2900,0.54
3000,0.45
3100,0.66
3200,0.65
3300,0.77
3400,0.68
3500,0.36
3600,0.5
3700,0.49
3800,0.47
3900,0.49
4000,0.45
4100,0.64
4200,0.6
4300,0.72
4400,0.73
4500,0.46
4600,0.58
4700,0.83
4800,0.58
4900,0.34
5000,0.52
5100,0.6
5200,0.71
5300,0.57
5400,0.71
5500,0.42
5600,0.64
5700,0.63
5800,0.49
5900,0.62
6000,0.48
6100,0.5
6200,0.37
6300,0.56
6400,0.44
6500,0.53
6600,0.76
6700,0.56
6800,0.51
6900,0.8
7000,0.7
7100,0.48
7200,0.83
7300,0.67
7400,0.69
7500,0.64
7600,0.47
7700,0.7
7800,0.4
7900,0.74
8000,0.72
8100,0.73
8200,0.59
8300,0.7
8400,0.58
8500,0.62
8600,0.6
8700,0.7
8800,0.63
8900,0.55
9000,0.79
9100,0.65
9200,0.85
9300,0.7
9400,0.47
9500,0.59
9600,0.6
9700,0.81
9800,0.66
9900,0.68
10000,0.69
10100,0.71
10200,0.85
10300,0.78
10400,0.73
10500,0.66
10600,0.44
10700,0.77
10800,0.81
10900,0.49
11000,0.62
11100,0.71
11200,0.61
11300,0.75
11400,0.64
11500,0.39
11600,0.77
11700,0.62
11800,0.71
11900,0.65
12000,0.6
12100,0.61
12200,0.61
12300,0.67
12400,0.33
12500,0.74
12600,0.48
12700,0.76
12800,0.58
12900,0.56
13000,0.7
13100,0.75
13200,0.72
13300,0.71
13400,0.57
13500,0.54
13600,0.72
13700,0.72
13800,0.66
13900,0.67
14000,0.61
14100,0.65
14200,0.48
14300,0.74
14400,0.39
14500,0.52
14600,0.84
14700,0.78
14800,0.77
14900,0.75
15000,0.72
15100,0.76
15200,0.61
15300,0.67
15400,0.76
15500,0.53
15600,0.72
15700,0.65
15800,0.79
15900,0.52
16000,0.66
16100,0.59
16200,0.75
16300,0.83
16400,0.7
16500,0.54
16600,0.64
16700,0.68
16800,0.56
16900,0.86
17000,0.67
17100,0.63
17200,0.75
17300,0.77
17400,0.77
17500,0.7
17600,0.65
17700,0.69
17800,0.76
17900,0.76
18000,0.47
18100,0.88
18200,0.69
18300,0.48
18400,0.74
18500,0.84
18600,0.56
18700,0.74
18800,0.8
18900,0.75
19000,0.71
19100,0.76
19200,0.74
19300,0.89
19400,0.8
19500,0.54
19600,0.84
19700,0.68
19800,0.82
19900,0.84
20000,0.86
20100,0.6
20200,0.52
20300,0.72
20400,0.72
20500,0.77
20600,0.9
20700,0.79
20800,0.64
20900,0.55
21000,0.83
21100,0.77
21200,0.65
21300,0.71
21400,0.66
21500,0.74
21600,0.83
21700,0.77
21800,0.68
21900,0.73
22000,0.72
22100,0.79
22200,0.66
22300,0.63
22400,0.76
22500,0.78
22600,0.77
22700,0.76
22800,0.79
22900,0.79
23000,0.82
23100,0.63
23200,0.68
23300,0.62
23400,0.84
23500,0.65
23600,0.87
23700,0.76
23800,0.62
23900,0.82
24000,0.69
24100,0.56
24200,0.69
24300,0.74
24400,0.83
24500,0.76
24600,0.81
24700,0.83
24800,0.63
24900,0.86
25000,0.72
25100,0.55
25200,0.68
25300,0.89
25400,0.85
25500,0.7
25600,0.73
25700,0.66
25800,0.67
25900,0.81
26000,0.77
26100,0.6
26200,0.72
26300,0.78
26400,0.75
26500,0.72
26600,0.63
26700,0.76
26800,0.81
26900,0.77
27000,0.65
27100,0.76
27200,0.8
27300,0.71
27400,0.85
27500,0.75
27600,0.67
27700,0.73
27800,0.79
27900,0.57
28000,0.71
28100,0.79
28200,0.83
28300,0.65
28400,0.67
28500,0.72
28600,0.78
28700,0.86
28800,0.54
28900,0.63
29000,0.75
29100,0.77
29200,0.85
29300,0.92
29400,0.87
29500,0.72
29600,0.77
29700,0.71
29800,0.63
29900,0.68
30000,0.75
