step,avg_score
100,0.4
200,0.49
300,0.7
400,0.54
500,0.43
600,0.59
700,0.63
800,0.79
900,0.61
1000,0.45
1100,0.67
1200,0.52
1300,0.72
1400,0.49
1500,0.62
1600,0.49
1700,0.56
1800,0.52
1900,0.69
2000,0.29
2100,0.51
2200,0.48
2300,0.71
2400,0.61
2500,0.55
2600,0.61
2700,0.64
2800,0.33
2900,0.33
3000,0.78
3100,0.79
3200,0.68
3300,0.67
3400,0.51
3500,0.55
3600,0.41
3700,0.67
3800,0.44
3900,0.6
4000,0.5
4100,0.48
4200,0.54
4300,0.5
4400,0.44
4500,0.48
4600,0.76
4700,0.45
4800,0.81
4900,0.67
5000,0.59
5100,0.92
5200,0.63
5300,0.83
5400,0.69
5500,0.47
5600,0.49
5700,0.59
5800,0.6
5900,0.61
6000,0.57
6100,0.42
6200,0.72
6300,0.61
6400,0.71
6500,0.65
6600,0.6
6700,0.79
6800,0.29
6900,0.49
7000,0.57
7100,0.6
7200,0.72
7300,0.69
7400,0.5
7500,0.5
7600,0.69
7700,0.63
7800,0.76
7900,0.79
8000,0.57
8100,0.59
8200,0.62
8300,0.83
8400,0.7
8500,0.66
8600,0.67
8700,0.57
8800,0.66
8900,0.77
9000,0.66
9100,0.56
9200,0.69
9300,0.58
9400,0.65
9500,0.65
9600,0.61
9700,0.73
9800,0.67
9900,0.66
10000,0.6
10100,0.67
10200,0.47
10300,0.55
10400,0.68
10500,0.66
10600,0.5
10700,0.67
10800,0.69
10900,0.62
11000,0.78
11100,0.67
11200,0.77
11300,0.7
11400,0.78
11500,0.81
11600,0.57
11700,0.74
11800,0.58
11900,0.61
12000,0.65
12100,0.82
12200,0.8
12300,0.7
12400,0.67
12500,0.75
12600,0.63
12700,0.76
12800,0.58
12900,0.56
13000,0.63
13100,0.69
13200,0.42
13300,0.83
13400,0.75
13500,0.77
13600,0.7
13700,0.62
13800,0.64
13900,0.72
14000,0.73
14100,0.67
14200,0.71
14300,0.54
14400,0.7
14500,0.85
14600,0.79
14700,0.86
14800,0.7
14900,0.71
15000,0.55
15100,0.71
15200,0.6
15300,0.56
15400,0.78
15500,0.84
15600,0.79
15700,0.65
15800,0.8
15900,0.79
16000,0.79
16100,0.67
16200,0.75
16300,0.71
16400,0.82
16500,0.84
16600,0.83
16700,0.69
16800,0.85
16900,0.56
17000,0.83
17100,0.62
17200,0.62
17300,0.81
17400,0.84
17500,0.58
17600,0.69
17700,0.81
17800,0.69
17900,0.82
18000,0.89
18100,0.7
18200,0.87
18300,0.67
18400,0.74
18500,0.75
18600,0.79
18700,0.71
18800,0.82
18900,0.74
19000,0.72
19100,0.75
19200,0.65
19300,0.78
19400,0.8
19500,0.73
19600,0.69
19700,0.87
19800,0.77
19900,0.68
20000,0.66
20100,0.76
20200,0.82
20300,0.69
20400,0.76
20500,0.85
20600,0.68
20700,0.79
20800,0.72
20900,0.83
21000,0.75
21100,0.83
21200,0.74
21300,0.78
21400,0.59
21500,0.89
21600,0.79
21700,0.84
21800,0.59
21900,0.83
22000,0.62
22100,0.81
22200,0.7
22300,0.86
22400,0.69
22500,0.86
22600,0.79
22700,0.76
22800,0.87
22900,0.49
23000,0.74
23100,0.66
23200,0.81
23300,0.82
23400,0.83
23500,0.66
23600,0.72
23700,0.68
23800,0.79
23900,0.75
24000,0.75
24100,0.8
24200,0.76
24300,0.74
24400,0.63
24500,0.89
24600,0.68
24700,0.78
24800,0.81
24900,0.83
25000,0.89
25100,0.81
25200,0.9
25300,0.83
25400,0.69
25500,0.87
25600,0.84
25700,0.73
25800,0.81
25900,0.72
26000,0.83
26100,0.73
26200,0.77
26300,0.87
26400,0.73
26500,0.78
26600,0.81
26700,0.82
26800,0.77
26900,0.83
27000,0.86
27100,0.87
27200,0.79
27300,0.8
27400,0.85
27500,0.83
27600,0.84
27700,0.81
27800,0.86
27900,0.73
28000,0.79
28100,0.85
28200,0.86
28300,0.74
28400,0.76
28500,0.78
28600,0.76
28700,0.8
28800,0.79
28900,0.81
29000,0.63
29100,0.7
29200,0.89
29300,0.82
29400,0.87
29500,0.83
29600,0.85
29700,0.82
29800,0.78
29900,0.86
30000,0.79
