step,avg_score
100,0.28
200,0.35
300,0.54
400,0.62
500,0.72
600,0.57
700,0.51
800,0.46
900,0.28
1000,0.77
1100,0.62
1200,0.51
1300,0.56
1400,0.45
1500,0.57
1600,0.56
1700,0.56
1800,0.29
1900,0.61
2000,0.6
2100,0.7
2200,0.59
2300,0.39
2400,0.49
2500,0.58
2600,0.43
2700,0.66
2800,0.7
2900,0.61
3000,0.46
3100,0.56
3200,0.69
3300,0.78
3400,0.69
3500,0.57
3600,0.52
3700,0.46
3800,0.56
3900,0.51
4000,0.43
4100,0.69
4200,0.63
4300,0.6
4400,0.41
4500,0.52
4600,0.66
4700,0.66
4800,0.58
4900,0.55
5000,0.82
5100,0.62
5200,0.79
5300,0.69
5400,0.7
5500,0.82
5600,0.51
5700,0.62
5800,0.7
5900,0.52
6000,0.77
6100,0.63
6200,0.59
6300,0.47
6400,0.59
6500,0.76
6600,0.72
6700,0.5
6800,0.81
6900,0.54
7000,0.77
7100,0.78
7200,0.8
7300,0.59
7400,0.8
7500,0.6
7600,0.63
7700,0.8
7800,0.59
7900,0.79
8000,0.69
8100,0.72
8200,0.75
8300,0.7
8400,0.79
8500,0.63
8600,0.6
8700,0.63
8800,0.78
8900,0.62
9000,0.68
9100,0.6
9200,0.65
9300,0.83
9400,0.5
9500,0.52
9600,0.72
9700,0.8
9800,0.75
9900,0.68
10000,0.79
10100,0.67
10200,0.57
10300,0.67
10400,0.7
10500,0.74
10600,0.76
10700,0.66
10800,0.48
10900,0.73
11000,0.82
11100,0.72
11200,0.82
11300,0.7
11400,0.72
11500,0.81
11600,0.78
11700,0.8
11800,0.74
11900,0.75
12000,0.78
12100,0.68
12200,0.47
12300,0.77
12400,0.64
12500,0.74
12600,0.76
12700,0.75
12800,0.76
12900,0.7
13000,0.76
13100,0.77
13200,0.73
13300,0.61
13400,0.71
13500,0.56
13600,0.73
13700,0.72
13800,0.72
13900,0.81
14000,0.84
14100,0.76
14200,0.71
14300,0.72
14400,0.81
14500,0.63
14600,0.74
14700,0.48
14800,0.72
14900,0.75
15000,0.71
15100,0.78
15200,0.86
15300,0.78
15400,0.84
15500,0.61
15600,0.7
15700,0.67
15800,0.75
15900,0.81
16000,0.75
16100,0.88
16200,0.82
16300,0.58
16400,0.82
16500,0.77
16600,0.75
16700,0.68
16800,0.47
16900,0.82
17000,0.85
17100,0.77
17200,0.79
17300,0.85
17400,0.79
17500,0.6
17600,0.72
17700,0.79
17800,0.82
17900,0.55
18000,0.82
18100,0.79
18200,0.82
18300,0.76
18400,0.76
18500,0.73
18600,0.7
18700,0.82
18800,0.71
18900,0.71
19000,0.62
19100,0.69
19200,0.73
19300,0.75
19400,0.74
19500,0.64
19600,0.85
19700,0.75
19800,0.77
19900,0.89
20000,0.85
20100,0.77
20200,0.74
20300,0.73
20400,0.82
20500,0.52
20600,0.72
20700,0.77
20800,0.69
20900,0.81
21000,0.81
21100,0.77
21200,0.64
21300,0.82
21400,0.72
21500,0.71
21600,0.73
21700,0.74
21800,0.8
21900,0.85
22000,0.85
22100,0.72
22200,0.84
22300,0.83
22400,0.7
22500,0.67
22600,0.79
22700,0.83
22800,0.79
22900,0.84
23000,0.65
23100,0.8
23200,0.56
23300,0.76
23400,0.7
23500,0.64
23600,0.84
23700,0.75
23800,0.89
23900,0.68
24000,0.85
24100,0.7
24200,0.79
24300,0.61
24400,0.75
24500,0.77
24600,0.87
24700,0.78
24800,0.77
24900,0.76
25000,0.76
25100,0.78
25200,0.79
25300,0.67
25400,0.77
25500,0.8
25600,0.81
25700,0.74
25800,0.88
25900,0.74
26000,0.82
26100,0.72
26200,0.76
26300,0.84
26400,0.69
26500,0.81
26600,0.77
26700,0.7
26800,0.89
26900,0.73
27000,0.71
27100,0.88
27200,0.79
27300,0.74
27400,0.91
27500,0.86
27600,0.77
27700,0.72
27800,0.78
27900,0.79
28000,0.76
28100,0.79
28200,0.82
28300,0.75
28400,0.7
28500,0.86
28600,0.77
28700,0.75
28800,0.84
28900,0.82
29000,0.68
29100,0.84
29200,0.83
29300,0.69
29400,0.78
29500,0.84
29600,0.85
29700,0.73
29800,0.81
29900,0.87
30000,0.84
