step,avg_score
100,0.42
200,0.44
300,0.31
400,0.46
500,0.45
600,0.56
700,0.65
800,0.52
900,0.33
1000,0.55
1100,0.65
1200,0.63
1300,0.27
1400,0.53
1500,0.74
1600,0.59
1700,0.38
1800,0.64
1900,0.8
2000,0.36
2100,0.85
2200,0.77
2300,0.8
2400,0.31
2500,0.7
2600,0.8
2700,0.63
2800,0.46
2900,0.6
3000,0.66
3100,0.76
3200,0.69
3300,0.55
3400,0.47
3500,0.47
3600,0.72
3700,0.63
3800,0.65
3900,0.57
4000,0.75
4100,0.63
4200,0.76
4300,0.57
4400,0.55
4500,0.52
4600,0.62
4700,0.7
4800,0.56
4900,0.6
5000,0.8
5100,0.79
5200,0.68
5300,0.6
5400,0.66
5500,0.74
5600,0.61
5700,0.6
5800,0.58
5900,0.67
6000,0.68
6100,0.61
6200,0.77
6300,0.61
6400,0.7
6500,0.53
6600,0.7
6700,0.62
6800,0.57
6900,0.74
7000,0.75
7100,0.64
7200,0.76
7300,0.73
7400,0.67
7500,0.72
7600,0.72
7700,0.76
7800,0.78
7900,0.63
8000,0.79
8100,0.78
8200,0.47
8300,0.85
8400,0.67
8500,0.58
8600,0.76
8700,0.81
8800,0.78
8900,0.75
9000,0.66
9100,0.83
9200,0.82
9300,0.52
9400,0.59
9500,0.83
9600,0.74
9700,0.88
9800,0.77
9900,0.63
10000,0.75
10100,0.69
10200,0.76
10300,0.83
10400,0.77
10500,0.78
10600,0.85
10700,0.73
10800,0.78
10900,0.86
11000,0.59
11100,0.85
11200,0.67
11300,0.61
11400,0.7
11500,0.78
11600,0.79
11700,0.67
11800,0.79
11900,0.55
12000,0.78
12100,0.72
12200,0.68
12300,0.69
12400,0.76
12500,0.7
12600,0.71
12700,0.88
12800,0.81
12900,0.72
13000,0.8
13100,0.86
13200,0.74
13300,0.78
13400,0.57
13500,0.83
13600,0.76
13700,0.77
13800,0.74
13900,0.77
14000,0.81
14100,0.8
14200,0.86
14300,0.67
14400,0.57
14500,0.78
14600,0.85
14700,0.8
14800,0.76
14900,0.67
15000,0.82
15100,0.82
15200,0.76
15300,0.85
15400,0.79
15500,0.86
15600,0.85
15700,0.78
15800,0.81
15900,0.72
16000,0.67
16100,0.72
16200,0.85
16300,0.72
16400,0.88
16500,0.76
16600,0.84
16700,0.83
16800,0.76
16900,0.65
17000,0.78
17100,0.76
17200,0.88
17300,0.88
17400,0.68
17500,0.84
17600,0.83
17700,0.77
17800,0.85
17900,0.64
18000,0.73
18100,0.82
18200,0.81
18300,0.74
18400,0.86
18500,0.82
18600,0.87
18700,0.63
18800,0.78
18900,0.75
19000,0.79
19100,0.64
19200,0.72
19300,0.82
19400,0.78
19500,0.75
19600,0.76
19700,0.79
19800,0.87
19900,0.81
20000,0.75
20100,0.78
20200,0.74
20300,0.79
20400,0.88
20500,0.85
20600,0.72
20700,0.83
20800,0.88
20900,0.89
21000,0.72
21100,0.87
21200,0.84
21300,0.85
21400,0.84
21500,0.9
21600,0.82
21700,0.86
21800,0.8
21900,0.86
22000,0.79
22100,0.87
22200,0.79
22300,0.8
22400,0.84
22500,0.86
22600,0.81
22700,0.84
22800,0.8
22900,0.84
23000,0.84
23100,0.89
23200,0.87
23300,0.85
23400,0.76
23500,0.84
23600,0.81
23700,0.86
23800,0.88
23900,0.84
24000,0.87
24100,0.64
24200,0.83
24300,0.77
24400,0.86
24500,0.83
24600,0.8
24700,0.86
24800,0.8
24900,0.79
25000,0.75
25100,0.81
25200,0.79
25300,0.91
25400,0.8
25500,0.84
25600,0.8
25700,0.85
25800,0.91
25900,0.84
26000,0.85
26100,0.76
26200,0.91
26300,0.86
26400,0.79
26500,0.76
26600,0.89
26700,0.82
26800,0.85
26900,0.91
27000,0.78
27100,0.88
27200,0.86
27300,0.86
27400,0.83
27500,0.85
27600,0.82
27700,0.85
27800,0.89
27900,0.79
28000,0.86
28100,0.8
28200,0.85
28300,0.85
28400,0.88
28500,0.91
28600,0.79
28700,0.83
28800,0.8
28900,0.84
29000,0.85
29100,0.86
29200,0.86
29300,0.9
29400,0.75
29500,0.84
29600,0.86
29700,0.82
29800,0.88
29900,0.82
30000,0.75
