step,avg_score
100,0.31
200,0.64
300,0.74
400,0.56
500,0.69
600,0.43
700,0.34
800,0.42
900,0.42
1000,0.44
1100,0.33
1200,0.69
1300,0.7
1400,0.57
1500,0.51
1600,0.52
1700,0.62
1800,0.61
1900,0.61
2000,0.58
2100,0.74
2200,0.34
2300,0.43
2400,0.41
2500,0.51
2600,0.51
2700,0.66
2800,0.52
2900,0.62
3000,0.51
3100,0.46
3200,0.61
3300,0.35
3400,0.59
3500,0.62
3600,0.5
3700,0.55
3800,0.48
3900,0.56
4000,0.43
4100,0.59
4200,0.52
4300,0.48
4400,0.63
4500,0.7
4600,0.37
4700,0.42
4800,0.3
4900,0.58
5000,0.35
5100,0.58
5200,0.24
5300,0.52
5400,0.34
5500,0.62
5600,0.58
5700,0.62
5800,0.49
5900,0.65
6000,0.55
6100,0.59
6200,0.57
6300,0.41
6400,0.43
6500,0.45
6600,0.46
6700,0.57
6800,0.62
6900,0.72
7000,0.52
7100,0.74
7200,0.61
7300,0.47
7400,0.33
7500,0.53
7600,0.44
7700,0.52
7800,0.54
7900,0.42
8000,0.75
8100,0.48
8200,0.74
8300,0.53
8400,0.65
8500,0.34
8600,0.65
8700,0.32
8800,0.66
8900,0.13
9000,0.55
9100,0.58
9200,0.5
9300,0.36
9400,0.78
9500,0.58
9600,0.62
9700,0.61
9800,0.49
9900,0.42
10000,0.48
10100,0.7
10200,0.43
10300,0.53
10400,0.67
10500,0.64
10600,0.61
10700,0.65
10800,0.1
10900,0.58
11000,0.69
11100,0.37
11200,0.57
11300,0.61
11400,0.56
11500,0.39
11600,0.3
11700,0.81
11800,0.61
11900,0.38
12000,0.69
12100,0.59
12200,0.34
12300,0.51
12400,0.49
12500,0.68
12600,0.41
12700,0.52
12800,0.52
12900,0.36
13000,0.48
13100,0.52
13200,0.59
13300,0.45
13400,0.63
13500,0.61
13600,0.53
13700,0.67
13800,0.41
13900,0.76
14000,0.6
14100,0.8
14200,0.55
14300,0.65
14400,0.38
14500,0.39
14600,0.59
14700,0.52
14800,0.32
14900,0.58
15000,0.81
15100,0.71
15200,0.55
15300,0.39
15400,0.58
15500,0.49
15600,0.65
15700,0.28
15800,0.53
15900,0.45
16000,0.69
16100,0.66
16200,0.58
16300,0.27
16400,0.63
16500,0.37
16600,0.41
16700,0.54
16800,0.57
16900,0.62
17000,0.82
17100,0.36
17200,0.56
17300,0.38
17400,0.49
17500,0.65
17600,0.66
17700,0.56
17800,0.81
17900,0.72
18000,0.51
18100,0.32
18200,0.52
18300,0.72
18400,0.47
18500,0.32
18600,0.58
18700,0.55
18800,0.41
18900,0.51
19000,0.77
19100,0.54
19200,0.43
19300,0.43
19400,0.44
19500,0.3
19600,0.66
19700,0.6
19800,0.58
19900,0.52
20000,0.76
20100,0.65
20200,0.49
20300,0.58
20400,0.57
20500,0.46
20600,0.52
20700,0.55
20800,0.32
20900,0.59
21000,0.36
21100,0.61
21200,0.42
21300,0.64
21400,0.54
21500,0.58
21600,0.61
21700,0.52
21800,0.48
21900,0.69
22000,0.44
22100,0.72
22200,0.43
22300,0.29
22400,0.35
22500,0.67
22600,0.68
22700,0.8
22800,0.44
22900,0.48
23000,0.75
23100,0.29
23200,0.35
23300,0.49
23400,0.46
23500,0.62
23600,0.58
23700,0.48
23800,0.58
23900,0.63
24000,0.57
24100,0.42
24200,0.35
24300,0.71
24400,0.43
24500,0.85
24600,0.72
24700,0.32
24800,0.32
24900,0.52
25000,0.48
25100,0.73
25200,0.56
25300,0.56
25400,0.46
25500,0.56
25600,0.76
25700,0.61
25800,0.4
25900,0.45
26000,0.54
26100,0.62
26200,0.67
26300,0.57
26400,0.46
26500,0.45
26600,0.42
26700,0.62
26800,0.44
26900,0.46
27000,0.63
27100,0.77
27200,0.66
27300,0.46
27400,0.54
27500,0.58
27600,0.59
27700,0.67
27800,0.73
27900,0.29
28000,0.47
28100,0.54
28200,0.51
28300,0.74
28400,0.57
28500,0.49
28600,0.4
28700,0.45
28800,0.31
28900,0.58
29000,0.38
29100,0.51
29200,0.49
29300,0.42
29400,0.41
29500,0.41
29600,0.66
29700,0.77
29800,0.5
29900,0.35
30000,0.58
