step,avg_score
100,0.49
200,0.5
300,0.46
400,0.23
500,0.46
600,0.53
700,0.59
800,0.5
900,0.52
1000,0.63
1100,0.69
1200,0.56
1300,0.56
1400,0.42
1500,0.28
1600,0.71
1700,0.46
1800,0.37
1900,0.54
2000,0.48
2100,0.33
2200,0.44
2300,0.59
2400,0.42
2500,0.72
2600,0.32
2700,0.59
2800,0.47
2900,0.46
3000,0.59
3100,0.67
3200,0.52
3300,0.65
3400,0.67
3500,0.47
3600,0.5
3700,0.54
3800,0.36
3900,0.63
4000,0.64
4100,0.43
4200,0.23
4300,0.56
4400,0.63
4500,0.61
4600,0.5
4700,0.67
4800,0.42
4900,0.61
5000,0.56
5100,0.63
5200,0.53
5300,0.66
5400,0.38
5500,0.51
5600,0.44
5700,0.68
5800,0.58
5900,0.47
6000,0.61
6100,0.48
6200,0.67
6300,0.61
6400,0.46
6500,0.63
6600,0.45
6700,0.68
6800,0.47
6900,0.37
7000,0.64
7100,0.36
7200,0.45
7300,0.68
7400,0.57
7500,0.44
7600,0.76
7700,0.69
7800,0.58
7900,0.45
8000,0.61
8100,0.43
8200,0.66
8300,0.57
8400,0.47
8500,0.6
8600,0.34
8700,0.76
8800,0.56
8900,0.63
9000,0.41
9100,0.69
9200,0.11
9300,0.54
9400,0.22
9500,0.65
9600,0.51
9700,0.72
9800,0.49
9900,0.51
10000,0.36
10100,0.61
10200,0.44
10300,0.5
10400,0.56
10500,0.64
10600,0.69
10700,0.4
10800,0.56
10900,0.73
11000,0.6
11100,0.82
11200,0.67
11300,0.5
11400,0.33
11500,0.66
11600,0.25
11700,0.5
11800,0.28
11900,0.48
12000,0.33
12100,0.48
12200,0.49
12300,0.45
12400,0.27
12500,0.67
12600,0.53
12700,0.5
12800,0.65
12900,0.52
13000,0.45
13100,0.8
13200,0.48
13300,0.7
13400,0.41
13500,0.61
13600,0.55
13700,0.49
13800,0.49
13900,0.34
14000,0.65
14100,0.54
14200,0.59
14300,0.7
14400,0.64
14500,0.84
14600,0.52
14700,0.3
14800,0.0
14900,0.64
15000,0.33
15100,0.49
15200,0.46
15300,0.44
15400,0.56
15500,0.63
15600,0.62
15700,0.45
15800,0.76
15900,0.5
16000,0.69
16100,0.61
16200,0.53
16300,0.62
16400,0.64
16500,0.72
16600,0.43
16700,0.39
16800,0.36
16900,0.56
17000,0.45
17100,0.54
17200,0.47
17300,0.41
17400,0.67
17500,0.62
17600,0.5
17700,0.63
17800,0.57
17900,0.68
18000,0.79
18100,0.59
18200,0.64
18300,0.54
18400,0.38
18500,0.68
18600,0.53
18700,0.68
18800,0.5
18900,0.46
19000,0.61
19100,0.08
19200,0.67
19300,0.26
19400,0.62
19500,0.27
19600,0.44
19700,0.55
19800,0.72
19900,0.78
20000,0.69
20100,0.61
20200,0.61
20300,0.65
20400,0.63
20500,0.56
20600,0.56
20700,0.75
20800,0.44
20900,0.69
21000,0.28
21100,0.64
21200,0.66
21300,0.74
21400,0.55
21500,0.55
21600,0.64
21700,0.48
21800,0.39
21900,0.4
22000,0.61
22100,0.51
22200,0.74
22300,0.64
22400,0.74
22500,0.48
22600,0.7
22700,0.69
22800,0.54
22900,0.64
23000,0.55
23100,0.49
23200,0.71
23300,0.51
23400,0.5
23500,0.74
23600,0.4
23700,0.45
23800,0.6
23900,0.39
24000,0.52
24100,0.45
24200,0.54
24300,0.33
24400,0.41
24500,0.64
24600,0.47
24700,0.4
24800,0.73
24900,0.49
25000,0.52
25100,0.46
25200,0.46
25300,0.63
25400,0.48
25500,0.83
25600,0.46
25700,0.41
25800,0.45
25900,0.65
26000,0.59
26100,0.5
26200,0.62
26300,0.27
26400,0.49
26500,0.8
26600,0.54
26700,0.59
26800,0.53
26900,0.52
27000,0.65
27100,0.38
27200,0.45
27300,0.39
27400,0.59
27500,0.62
27600,0.69
27700,0.51
27800,0.32
27900,0.59
28000,0.7
28100,0.6
28200,0.55
28300,0.4
28400,0.45
28500,0.65
28600,0.57
28700,0.49
28800,0.66
28900,0.52
29000,0.36
29100,0.56
29200,0.32
29300,0.48
29400,0.36
29500,0.44
29600,0.51
29700,0.68
29800,0.41
29900,0.4
30000,0.55
