step,avg_score
100,0.55
200,0.33
300,0.47
400,0.32
500,0.45
600,0.47
700,0.64
800,0.48
900,0.69
1000,0.59
1100,0.39
1200,0.47
1300,0.48
1400,0.46
1500,0.34
1600,0.69
1700,0.76
1800,0.62
1900,0.65
2000,0.45
2100,0.72
2200,0.41
2300,0.78
2400,0.6
2500,0.72
2600,0.64
2700,0.78
2800,0.62
2900,0.47
3000,0.38
3100,0.44
3200,0.63
3300,0.58
3400,0.64
3500,0.4
3600,0.45
3700,0.45
3800,0.67
3900,0.54
4000,0.51
4100,0.52
4200,0.49
4300,0.55
4400,0.41
4500,0.68
4600,0.62
4700,0.4
4800,0.43
4900,0.61
5000,0.57
5100,0.55
5200,0.42
5300,0.61
5400,0.41
5500,0.74
5600,0.68
5700,0.69
5800,0.45
5900,0.5
6000,0.57
6100,0.53
6200,0.68
6300,0.57
6400,0.69
6500,0.64
6600,0.58
6700,0.5
6800,0.37
6900,0.7
7000,0.65
7100,0.54
7200,0.81
7300,0.84
7400,0.51
7500,0.59
7600,0.76
7700,0.44
7800,0.61
7900,0.48
8000,0.78
8100,0.65
8200,0.74
8300,0.71
8400,0.78
8500,0.56
8600,0.56
8700,0.77
8800,0.55
8900,0.65
9000,0.68
9100,0.75
9200,0.7
9300,0.7
9400,0.77
9500,0.54
9600,0.81
9700,0.48
9800,0.68
9900,0.68
10000,0.65
10100,0.66
10200,0.74
10300,0.59
10400,0.65
10500,0.64
10600,0.79
10700,0.74
10800,0.67
10900,0.49
11000,0.59
11100,0.59
11200,0.58
11300,0.82
11400,0.69
11500,0.83
11600,0.78
11700,0.82
11800,0.72
11900,0.8
12000,0.56
12100,0.6
12200,0.55
12300,0.63
12400,0.78
12500,0.68
12600,0.45
12700,0.68
12800,0.81
12900,0.66
13000,0.78
13100,0.7
13200,0.83
13300,0.71
13400,0.85
13500,0.82
13600,0.68
13700,0.65
13800,0.71
13900,0.56
14000,0.72
14100,0.74
14200,0.64
14300,0.72
14400,0.77
14500,0.81
14600,0.83
14700,0.68
14800,0.83
14900,0.84
15000,0.76
15100,0.68
15200,0.85
15300,0.83
15400,0.56
15500,0.79
15600,0.8
15700,0.63
15800,0.54
15900,0.62
16000,0.73
16100,0.76
16200,0.71
16300,0.7
16400,0.72
16500,0.82
16600,0.65
16700,0.76
16800,0.68
16900,0.56
17000,0.58
17100,0.66
17200,0.64
17300,0.66
17400,0.58
17500,0.51
17600,0.8
17700,0.48
17800,0.64
17900,0.8
18000,0.7
18100,0.77
18200,0.8
18300,0.92
18400,0.86
18500,0.76
18600,0.8
18700,0.63
18800,0.66
18900,0.65
19000,0.75
19100,0.73
19200,0.87
19300,0.84
19400,0.75
19500,0.76
19600,0.62
19700,0.86
19800,0.75
19900,0.78
20000,0.72
20100,0.84
20200,0.8
20300,0.76
20400,0.7
20500,0.84
20600,0.76
20700,0.79
20800,0.75
20900,0.67
21000,0.78
21100,0.82
21200,0.69
21300,0.88
21400,0.81
21500,0.84
21600,0.74
21700,0.77
21800,0.81
21900,0.7
22000,0.68
22100,0.65
22200,0.78
22300,0.88
22400,0.69
22500,0.67
22600,0.65
22700,0.72
22800,0.65
22900,0.77
23000,0.84
23100,0.75
23200,0.67
23300,0.78
23400,0.75
23500,0.74
23600,0.73
23700,0.82
23800,0.66
23900,0.79
24000,0.77
24100,0.8
24200,0.74
24300,0.79
24400,0.68
24500,0.75
24600,0.71
24700,0.83
24800,0.79
24900,0.6
25000,0.76
25100,0.8
25200,0.84
25300,0.86
25400,0.72
25500,0.76
25600,0.79
25700,0.79
25800,0.8
25900,0.81
26000,0.84
26100,0.78
26200,0.68
26300,0.84
26400,0.77
26500,0.66
26600,0.82
26700,0.82
26800,0.8
26900,0.81
27000,0.88
27100,0.76
27200,0.77
27300,0.81
27400,0.81
27500,0.81
27600,0.8
27700,0.82
27800,0.76
27900,0.8
28000,0.77
28100,0.82
28200,0.71
28300,0.65
28400,0.77
28500,0.83
28600,0.82
28700,0.87
28800,0.87
28900,0.65
29000,0.88
29100,0.86
29200,0.8
29300,0.78
29400,0.7
29500,0.86
29600,0.74
29700,0.84
29800,0.79
29900,0.81
30000,0.86
