step,avg_score
100,0.61
200,0.44
300,0.54
400,0.4
500,0.4
600,0.54
700,0.52
800,0.41
900,0.41
1000,0.52
1100,0.58
1200,0.51
1300,0.36
1400,0.52
1500,0.51
1600,0.48
1700,0.55
1800,0.62
1900,0.46
2000,0.39
2100,0.57
2200,0.41
2300,0.69
2400,0.84
2500,0.73
2600,0.32
2700,0.59
2800,0.56
2900,0.7
3000,0.5
3100,0.71
3200,0.61
3300,0.43
3400,0.64
3500,0.45
3600,0.65
3700,0.61
3800,0.52
3900,0.52
4000,0.56
4100,0.7
4200,0.51
4300,0.67
4400,0.62
4500,0.7
4600,0.51
4700,0.56
4800,0.73
4900,0.45
5000,0.78
5100,0.77
5200,0.8
5300,0.62
5400,0.44
5500,0.76
5600,0.6
5700,0.79
5800,0.67
5900,0.59
6000,0.55
6100,0.74
6200,0.59
6300,0.83
6400,0.5
6500,0.5
6600,0.49
6700,0.59
6800,0.38
6900,0.69
7000,0.58
7100,0.66
7200,0.53
7300,0.78
7400,0.56
7500,0.7
7600,0.67
7700,0.81
7800,0.58
7900,0.76
8000,0.66
8100,0.66
8200,0.83
8300,0.71
8400,0.75
8500,0.75
8600,0.55
8700,0.63
8800,0.68
8900,0.77
9000,0.66
9100,0.83
9200,0.66
9300,0.61
9400,0.56
9500,0.8
9600,0.77
9700,0.71
9800,0.85
9900,0.81
10000,0.7
10100,0.64
10200,0.68
10300,0.63
10400,0.61
10500,0.75
10600,0.48
10700,0.81
10800,0.44
10900,0.67
11000,0.67
11100,0.75
11200,0.53
11300,0.7
11400,0.68
11500,0.63
11600,0.74
11700,0.73
11800,0.63
11900,0.66
12000,0.56
12100,0.7
12200,0.87
12300,0.77
12400,0.67
12500,0.87
12600,0.7
12700,0.82
12800,0.59
12900,0.6
13000,0.83
13100,0.75
13200,0.8
13300,0.89
13400,0.73
13500,0.77
13600,0.7
13700,0.82
13800,0.71
13900,0.79
14000,0.71
14100,0.83
14200,0.66
14300,0.76
14400,0.78
14500,0.78
14600,0.84
14700,0.6
14800,0.8
14900,0.68
15000,0.75
15100,0.68
15200,0.73
15300,0.66
15400,0.69
15500,0.81
15600,0.71
15700,0.83
15800,0.82
15900,0.84
16000,0.67
16100,0.76
16200,0.78
16300,0.72
16400,0.79
16500,0.69
16600,0.65
16700,0.74
16800,0.87
16900,0.67
17000,0.67
17100,0.64
17200,0.81
17300,0.64
17400,0.8
17500,0.63
17600,0.55
17700,0.84
17800,0.8
17900,0.85
18000,0.79
18100,0.77
18200,0.86
18300,0.69
18400,0.74
18500,0.7
18600,0.75
18700,0.82
18800,0.72
18900,0.76
19000,0.89
19100,0.68
19200,0.9
19300,0.84
19400,0.85
19500,0.77
19600,0.73
19700,0.68
19800,0.76
19900,0.79
20000,0.78
20100,0.73
20200,0.78
20300,0.73
20400,0.82
20500,0.82
20600,0.77
20700,0.79
20800,0.75
20900,0.84
21000,0.67
21100,0.85
21200,0.83
21300,0.73
21400,0.72
21500,0.64
21600,0.68
21700,0.67
21800,0.74
21900,0.74
22000,0.71
22100,0.66
22200,0.88
22300,0.56
22400,0.76
22500,0.68
22600,0.71
22700,0.86
22800,0.84
22900,0.81
23000,0.82
23100,0.84
23200,0.81
23300,0.78
23400,0.82
23500,0.88
23600,0.78
23700,0.86
23800,0.71
23900,0.82
24000,0.75
24100,0.85
24200,0.83
24300,0.7
24400,0.79
24500,0.77
24600,0.78
24700,0.78
24800,0.78
24900,0.78
25000,0.84
25100,0.86
25200,0.87
25300,0.82
25400,0.68
25500,0.83
25600,0.84
25700,0.77
25800,0.87
25900,0.85
26000,0.81
26100,0.85
26200,0.73
26300,0.76
26400,0.7
26500,0.84
26600,0.66
26700,0.8
26800,0.76
26900,0.76
27000,0.83
27100,0.69
27200,0.82
27300,0.74
27400,0.83
27500,0.77
27600,0.8
27700,0.79
27800,0.83
27900,0.85
28000,0.82
28100,0.77
28200,0.86
28300,0.79
28400,0.87
28500,0.83
28600,0.76
28700,0.77
28800,0.81
28900,0.85
29000,0.83
29100,0.8
29200,0.88
29300,0.89
29400,0.62
29500,0.64
29600,0.81
29700,0.86
29800,0.82
29900,0.75
30000,0.8
